id,type,group1,group2,date,description
1741,mer,611,613,2013-08-00,"After multiple coordinated attacks in Mali, Niger and Algeria, in August 2013, the Those Who Sign in Blood Brigade and MUJAO merged together into a new organization called Al Murabitoun. "
1743,mer,631,613,2013-08-00,"After multiple coordinated attacks in Mali, Niger and Algeria, in August 2013, the Those Who Sign in Blood Brigade and MUJAO merged together into a new organization called Al Murabitoun. "
1753,all,437,439,2012-03-00,"The MNLA and Ansar Dine worked as allies in their invasion of northern Mali in March and April of 2012, along with AQIM and MUJAO.  As the MNLA seized new territory, Ansar Dine, as a sort of parasitic ally, would enter the territory to help occupy it, but then attempt to take over leadership of the area from the MNLA to accomplish its goal of installing Shariah law."
1749,riv,437,439,2012-06-00,"In April 2012, Ansar Dine, along with AQIM and MUJAO, ended their collective alliances with the MNLA, because the MNLA’s objective, to establish a secular and independent state in northern Mali, strongly contradicted Ansar Dine, AQIM and MUJAO’s aims to create a united Malian state governed by Shariah law.  Shortly after, the groups began to target the MNLA."
1751,all,631,439,2012-03-00,"Following the coup that overthrew the Malian government, MUJAO, in collaboration with the Movement for the Liberation of Azawad (MNLA), AQIM, and Ansar Dine, took advantage of the lack of rule of law and invaded northern Mali together in March and April 2012.  "
1755,riv,631,439,2012-06-00,"Once territory was established, MUJAO, AQIM and Ansar Dine ended their collective alliances with the MNLA, because the MNLA’s objective, to establish a secular and independent state in northern Mali, strongly contradicted their aims to create a united Malian state governed by Shariah law. "
1757,all,631,65,2012-04-00,MUJAO and AQIM worked as allies in the takeover and occupation of northern Mali following the coup in March of 2012.  Some journalists reported that AQIM and MUJAO settled any lasting tensions from their separation with one another in a peace brokered by Ansar Dine during their invasion of the north in 2012. 
1759,all,439,65,2012-04-00,"In March 2012, Al Qaeda in the Islamic Maghreb (AQIM) coordinated with the MNLA, MUJAO and Ansar Dine to take advantage of the lack of rule of law caused by the coup to invade northern Mali in order to defeat the Malian security forces and occupy the region. "
1761,riv,65,439,2012-03-00,"AQIM, along with Ansar Dine and MUJAO, ended their collective alliances with the MNLA, because the MNLA’s objective, to establish a secular and independent state in northern Mali, strongly contradicted Ansar Dine, AQIM and MUJAO’s aims to create a united Malian state governed by Shariah law.  Shortly after, the groups began to target the MNLA."
1763,all,611,631,2012-12-00,"MUJAO and the Those Who Sign in Blood Brigade allied together during the occupation of northern Mali, when the Those Who Sign in Blood Brigade was operating semi-autonomously under AQIM.  After the group officially left AQIM, the Those Who Sign in Blood Brigade and MUJAO coordinated multiple attacks together, in May of 2013."
1765,all,631,437,2011-12-00,"Following the coup that overthrew the Malian government in March 2012, MUJAO, in collaboration with Ansar Dine, AQIM, and  the Movement for the Liberation of Azawad (MNLA), took advantage of the lack of rule of law and invaded northern Mali together.  Later, both MUJAO and Ansar Dine decided to end their alliances with the MNLA and coordinated attacks against the group together."
1767,aff,643,437,2015-01-00,The FLM was allegedly created to be an affiliate to Ansar Dine for coordination of its operations in central and southern Mali.
1769,mer,613,65,2015-12-04,"On December 4, 2015, AQIM leader Abdelmalek Droukdel announced that Al Murabitoun would merge into AQIM.  Al Murabitoun released statements that the unification was meant to maintain unity against the “occupying Crusader enemy.” "
1771,all,65,613,2015-00-00,"Mokhtar Belmokhtar, a significant leader in Al Murabitoun, opened communication with AQIM.  In November of 2015, the groups coordinated an attack on the Raddison Blu Hotel in Bamako, Mali, which helped to cement their alliance. "
1773,all,641,631,2013-01-00,"The SISMJ allied with the Mouvement pour l’Unification et le Jihad en Afrique de l’Ouest (MUJAO) and later with the Those Who Sign in Blood Brigade after the coup in March 2012.   In May 2013, Tirmon released a video that stated the SISMJ would no longer ally with MUJAO or the Those Who Sign in Blood Brigade; the reasons for the break in alliances remain unclear."
1775,all,611,641,2013-02-00,"The SISMJ allied with the Mouvement pour l’Unification et le Jihad en Afrique de l’Ouest (MUJAO) and later with the Those Who Sign in Blood Brigade after the coup in March 2012.   In May 2013, Tirmon released a video that stated the SISMJ would no longer ally with MUJAO or the Those Who Sign in Blood Brigade; the reasons for the break in alliances remain unclear."
1777,all,21,65,2000-00-00,AQIM allied with Al Qaeda starting in the early 2000s allegedly to improve methods of fundraising and recruitment and to coordinate attacks.
1783,riv,663,667,2014-08-00,"Since its founding, GATIA fought against the Coordination of the Movements of Azawad (CMA), including the HCUA, because of its collective anti-government stance."
1781,riv,667,439,2014-12-00,"Since its founding, GATIA fought against the Coordination of the Movements of Azawad (CMA), including the MNLA, because of its collective anti-government stance."
1785,riv,665,667,2014-10-00,"Since its founding, GATIA fought against the Coordination of the Movements of Azawad (CMA), including MAA, because of its collective anti-government stance."
1929,riv,435,537,2016-06-00,The Badr Organization began targeting the Free Syrian Army in the Aleppo governorate.
1931,riv,537,81,2013-08-00,"Hezbollah and the Free Syrian Army (FSA) fought in Qusair, near Syria's border with Lebanon. An unnamed FSA Commander stated that he was prepared to send his fighters in to Lebanon to pursue Hezbollah. In August 2015, the FSA allegedly began coordinating with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains."
1933,all,537,1,2015-10-00,The Free Syrian Army began coordianting with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.
1935,all,537,493,2015-12-00,The Free Syrian Army began coordianting with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.
1937,all,537,493,2015-12-00,The Free Syrian Army began coordianting with the Islamic State and Jabhat al-Nusra to target Hezbollah in Lebanon's Qalamoun mountains.
1939,spl,493,669,2014-02-00,"In response to tension between Al-Nusra and the Islamic State (IS), Jund al-Aqsa left Al-Nusra in order to provide an alternate front to recruit reserve foreign fighters."
1941,all,669,537,2014-12-00,Jund al-Aqsa coordinated with Jabhat al-Nusra and the Free Syrian Army to capture a Syrian army base at Wadi al-Deif in the Idlib governorate.
1943,all,493,669,2014-12-00,Jund al-Aqsa coordinated with Jabhat al-Nusra and the Free Syrian Army to capture a Syrian army base at Wadi al-Deif in the Idlib governorate.
1945,all,669,523,2015-03-00,Jund al-Aqsa coordinated with Ahrar al-Sham and the Jaysh al-Fatah umbrella organization to seize the city of Idlib from the Assad Regime. It was the first time that opposition groups controlled the city of Idlib since the outbreak of the civil war. The battle was part of a successful Jaysh al-Fatah campaign to push the Assad Regime out of the Idlib governorate by June 2015.
1947,all,669,1,2016-09-00,"Jund al-Aqsa coordinated with the Islamic State and the Free Syrian Army to capture Rasm al-Nafal, a village on the Khanasser-Aleppo road, from the Syrian army in order to cut off the Assad Regime’s only supply line to the Aleppo governorate. The Syrian army coordinated with Hezbollah and other pro-Regime forces to successfully recapture Rasm al-Nafal and other opposition held areas during the seven-day Khanasser offensive."
1949,riv,669,81,2016-10-00,"Jund al-Aqsa coordinated with the Islamic State and the Free Syrian Army to capture Rasm al-Nafal, a village on the Khanasser-Aleppo road, from the Syrian army in order to cut off the Assad Regime’s only supply line to the Aleppo governorate. The Syrian army coordinated with Hezbollah and other pro-Regime forces to successfully recapture Rasm al-Nafal and other opposition held areas during the seven-day Khanasser offensive."
1951,riv,673,1,2014-02-00,"Jaysh al-Mujahedeen formed on January 3, 2014 exclusively to target IS."
1953,spl,657,673,2014-05-00,"Harakat Nour al-Din al-Zenki joined Jaysh al-Mujahedeen in January 2014. However in May 2014, it split off from Jaysh al-Mujahedeen to pursue funding from Saudi Arabia because Saudi Arabia allegedly did not want to fund Jaysh al-Mujahedeen due to ties to the Muslim Brotherhood."
1955,all,673,657,2015-04-00,"In April 2015, Jaysh al-Mujahedeen joined the Fatah Halab control group, which includes groups such as the Levantine Front and Harakat Nour al-Din al-Zenki, to fight the Islamic State and the Assad Regime."
1957,all,673,647,2015-04-00,"In April 2015, Jaysh al-Mujahedeen joined the Fatah Halab control group, which includes groups such as the Levantine Front and Harakat Nour al-Din al-Zenki, to fight the Islamic State and the Assad Regime."
1959,all,673,493,2016-08-00,"In August 2016, members of the Fatah Halab control group coordinated with the Jaysh al-Fatah umbrella organization, which includes Jabhat Fatah al-Sham, to break through the Assad Regime’s siege on the city of Aleppo."
1961,riv,671,1,2011-00-00,Firqat al-Sultan Murad targets the Islamic State.
1963,riv,671,1,2011-00-00,Firqat al-Sultan Murad targets the Islamic State.
1965,riv,669,523,2016-10-00,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham arresting a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa."
1967,riv,669,523,2016-10-00,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham arresting a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa."
1969,riv,669,523,2016-10-00,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham arresting a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa."
1971,riv,523,669,2016-10-00,"In October 2016, Jund al-Aqsa kidnapped a member of Ahrar al-Sham after Ahrar al-Sham arrested a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa."
1973,mer,669,493,2016-12-00,"Tensions flared in October 2016 when Jund al-Aqsa kidnapped a member of Ahrar al-Sham in response to Ahrar al-Sham's arrest of a Jund al-Aqsa fighter who allegedly worked for the Islamic State. As a result of this incident, Ahrar al-Sham began to target Jund al-Aqsa. On October 10, Jund al-Aqsa merged into Fatah al-Sham, and Fatah al-Sham leaders negotiated a ceasefire with Ahrar al-Sham."
